student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa,overall_skill_score,academic_performance_index,profile_strength,profile_development_score
1679,Female,22,BCA,DS,7.72,1,1,3,2,3,92,2,0,,0.0,32.333333333333336,72.2,6,6
1680,Female,24,BE,AI,9.16,1,2,5,10,9,58,4,0,,0.0,25.666666666666668,86.6,11,11
1681,Female,20,BTech,Electrical,6.3,0,2,3,7,10,81,3,0,,0.0,32.666666666666664,63.0,8,8
1682,Female,22,BE,AI,5.95,2,1,1,3,5,87,1,0,,0.0,31.666666666666668,49.5,3,3
1683,Male,23,BTech,DS,5.82,3,1,0,4,7,69,2,0,,0.0,26.666666666666668,43.2,3,3
1684,Male,24,BSc,IT,7.68,0,2,5,2,5,88,0,0,,0.0,31.666666666666668,76.8,7,7
1685,Male,21,BCA,CS,9.3,3,0,0,5,10,49,2,0,,0.0,21.333333333333332,78.0,2,2
1686,Male,20,BTech,DS,5.68,3,0,4,5,2,70,5,0,,0.0,25.666666666666668,41.8,9,9
1687,Female,23,BTech,Mechanical,6.41,0,0,2,10,2,52,5,0,,0.0,21.333333333333332,64.1,7,7
1688,Male,22,BSc,CS,8.48,0,2,1,10,1,52,3,0,,0.0,21.0,84.80000000000001,6,6
1689,Male,21,BCA,AI,9.05,3,1,2,1,6,66,2,0,,0.0,24.333333333333332,75.5,5,5
1690,Female,20,BSc,Mechanical,8.97,3,0,1,4,7,85,0,0,,0.0,32.0,74.7,1,1
1691,Female,24,BCA,CS,8.88,2,3,1,3,5,58,1,0,,0.0,22.0,78.80000000000001,5,5
1692,Female,21,BCA,Mechanical,6.06,0,3,1,7,3,58,0,0,,0.0,22.666666666666668,60.599999999999994,4,4
1693,Female,21,BSc,AI,7.21,0,1,0,5,10,76,5,1,Service,3.72,30.333333333333332,72.1,6,6
1694,Male,23,BTech,DS,9.73,3,3,2,6,10,80,5,1,Product,10.98,32.0,82.30000000000001,10,10
1695,Male,20,BE,Mechanical,9.75,3,2,2,2,9,54,0,0,,0.0,21.666666666666668,82.5,4,4
1696,Female,23,BCA,DS,8.09,1,3,3,1,8,67,4,0,,0.0,25.333333333333332,75.9,10,10
1697,Male,23,BCA,AI,8.55,3,1,2,3,2,83,4,0,,0.0,29.333333333333332,70.5,7,7
1698,Male,22,BE,AI,9.59,3,0,3,10,3,75,5,1,Product,10.99,29.333333333333332,80.9,8,8
1699,Male,24,BE,Mechanical,7.43,2,2,4,3,7,67,0,0,,0.0,25.666666666666668,64.3,6,6
1700,Female,21,BSc,Mechanical,6.09,3,1,3,10,9,89,2,0,,0.0,36.0,45.9,6,6
1701,Male,20,BCA,AI,8.38,1,2,5,7,2,72,2,1,Startup,3.64,27.0,78.80000000000001,9,9
1702,Female,24,BSc,Mechanical,9.63,1,0,1,7,10,83,0,1,Product,5.36,33.333333333333336,91.30000000000001,1,1
1703,Male,24,BE,Mechanical,8.5,0,0,0,10,7,94,2,1,Service,13.72,37.0,85.0,2,2
1704,Male,20,BSc,Mechanical,8.95,1,0,5,6,8,96,1,1,Startup,8.01,36.666666666666664,84.5,6,6
1705,Male,24,BCA,Electrical,7.32,0,2,1,4,6,61,2,0,,0.0,23.666666666666668,73.2,5,5
1706,Female,22,BTech,Mechanical,5.91,3,3,4,8,6,48,2,0,,0.0,20.666666666666668,44.1,9,9
1707,Male,24,BTech,CS,6.23,1,2,5,10,8,75,0,0,,0.0,31.0,57.300000000000004,7,7
1708,Female,22,BCA,AI,9.73,2,0,0,2,3,45,2,0,,0.0,16.666666666666668,87.30000000000001,2,2
1709,Female,21,BSc,AI,7.62,2,2,4,7,8,41,2,0,,0.0,18.666666666666668,66.2,8,8
1710,Female,21,BE,IT,5.55,1,2,5,1,10,82,4,0,,0.0,31.0,50.5,11,11
1711,Male,23,BE,DS,9.61,0,3,1,8,1,82,4,1,Product,13.29,30.333333333333332,96.1,8,8
1712,Male,22,BTech,IT,7.64,0,0,0,5,2,65,2,1,Service,13.84,24.0,76.39999999999999,2,2
1713,Male,21,BSc,Mechanical,9.1,0,3,4,6,6,44,2,0,,0.0,18.666666666666668,91.0,9,9
1714,Male,24,BE,Mechanical,7.86,1,0,5,6,2,62,5,1,Product,6.33,23.333333333333332,73.60000000000001,10,10
1715,Female,20,BE,CS,5.94,3,1,3,1,10,99,0,0,,0.0,36.666666666666664,44.400000000000006,4,4
1716,Female,20,BCA,CS,8.15,3,0,2,7,2,45,1,0,,0.0,18.0,66.5,3,3
1717,Female,22,BSc,CS,9.79,3,2,1,3,3,40,4,0,,0.0,15.333333333333334,82.89999999999999,7,7
1718,Male,23,BSc,CS,5.65,0,1,3,2,3,74,3,0,,0.0,26.333333333333332,56.5,7,7
1719,Female,24,BE,CS,9.12,1,2,4,7,4,92,2,1,Service,9.07,34.333333333333336,86.19999999999999,8,8
1720,Male,22,BSc,CS,6.51,2,1,4,10,9,80,3,1,Product,9.56,33.0,55.099999999999994,8,8
1721,Female,20,BSc,CS,7.19,3,2,5,9,9,72,0,1,Product,14.23,30.0,56.900000000000006,7,7
1722,Male,22,BSc,CS,7.1,3,1,5,4,2,65,3,0,,0.0,23.666666666666668,56.0,9,9
1723,Male,24,BCA,Electrical,9.36,0,1,0,7,2,64,1,1,Startup,6.83,24.333333333333332,93.6,2,2
1724,Female,21,BE,CS,7.67,3,2,3,5,6,52,1,0,,0.0,21.0,61.7,6,6
1725,Female,24,BTech,AI,7.42,1,1,4,10,5,56,5,0,,0.0,23.666666666666668,69.2,10,10
1726,Female,21,BSc,CS,9.02,3,2,0,10,5,55,0,0,,0.0,23.333333333333332,75.19999999999999,2,2
1727,Female,21,BE,DS,5.71,0,3,2,7,7,83,4,0,,0.0,32.333333333333336,57.1,9,9
1728,Male,21,BTech,CS,5.87,1,2,2,1,9,69,2,0,,0.0,26.333333333333332,53.7,6,6
1729,Female,22,BCA,Electrical,5.59,0,3,0,10,1,41,3,0,,0.0,17.333333333333332,55.9,6,6
1730,Female,20,BE,Mechanical,8.46,2,1,3,9,5,43,0,0,,0.0,19.0,74.60000000000001,4,4
1731,Female,22,BCA,Electrical,7.76,3,0,0,6,5,52,1,0,,0.0,21.0,62.599999999999994,1,1
1732,Male,20,BE,Electrical,9.27,1,3,5,8,5,77,5,1,Startup,6.96,30.0,87.69999999999999,13,13
1733,Male,24,BCA,Mechanical,7.64,1,0,0,9,9,56,1,0,,0.0,24.666666666666668,71.39999999999999,1,1
1734,Female,23,BE,CS,6.45,3,0,3,1,6,62,0,0,,0.0,23.0,49.5,3,3
1735,Male,24,BCA,CS,8.96,2,2,2,5,8,68,0,1,Startup,6.37,27.0,79.60000000000001,4,4
1736,Female,22,BTech,Mechanical,6.77,2,2,4,7,8,87,0,1,Service,8.04,34.0,57.69999999999999,6,6
1737,Male,22,BE,DS,9.52,3,0,2,8,6,96,3,1,Service,9.09,36.666666666666664,80.19999999999999,5,5
1738,Male,20,BTech,IT,6.58,3,2,5,3,6,96,1,0,,0.0,35.0,50.8,8,8
1739,Male,22,BSc,AI,6.22,3,0,3,8,10,48,0,0,,0.0,22.0,47.199999999999996,3,3
1740,Male,21,BTech,Mechanical,7.62,0,2,1,5,8,54,2,0,,0.0,22.333333333333332,76.2,5,5
1741,Female,22,BE,CS,5.72,1,2,3,1,1,41,0,0,,0.0,14.333333333333334,52.199999999999996,5,5
1742,Female,20,BTech,AI,5.66,1,2,2,4,9,68,0,0,,0.0,27.0,51.6,4,4
1743,Female,20,BE,CS,7.63,3,0,2,2,9,73,3,0,,0.0,28.0,61.3,5,5
1744,Male,21,BCA,IT,6.42,0,1,3,5,8,56,5,0,,0.0,23.0,64.2,9,9
1745,Female,20,BSc,IT,5.54,0,2,3,4,4,53,4,0,,0.0,20.333333333333332,55.4,9,9
1746,Female,23,BTech,Mechanical,6.77,1,2,3,2,1,54,1,0,,0.0,19.0,62.69999999999999,6,6
1747,Female,24,BSc,AI,7.55,2,0,2,7,2,65,5,1,Product,4.15,24.666666666666668,65.5,7,7
1748,Male,22,BTech,Electrical,7.2,3,3,5,2,1,73,0,0,,0.0,25.333333333333332,57.0,8,8
1749,Male,23,BE,AI,6.08,3,0,0,2,3,42,3,0,,0.0,15.666666666666666,45.8,3,3
1750,Male,22,BTech,Electrical,7.99,0,2,1,4,9,57,4,0,,0.0,23.333333333333332,79.9,7,7
1751,Female,23,BSc,IT,8.55,1,2,0,5,6,76,4,1,Service,7.36,29.0,80.5,6,6
1752,Female,22,BTech,CS,8.4,0,1,5,10,5,75,4,1,Startup,4.02,30.0,84.0,10,10
1753,Female,21,BSc,Electrical,7.19,2,2,2,3,8,78,0,0,,0.0,29.666666666666668,61.900000000000006,4,4
1754,Male,20,BSc,Electrical,6.09,1,3,0,9,10,46,5,0,,0.0,21.666666666666668,55.9,8,8
1755,Male,20,BE,Mechanical,7.65,3,2,3,10,3,62,0,1,Product,5.9,25.0,61.5,5,5
1756,Female,21,BCA,DS,9.33,1,2,4,6,10,76,3,1,Startup,5.45,30.666666666666668,88.3,9,9
1757,Male,23,BCA,IT,7.52,1,1,3,8,3,99,1,1,Service,9.36,36.666666666666664,70.19999999999999,5,5
1758,Male,24,BTech,Electrical,6.34,3,3,1,5,5,65,3,0,,0.0,25.0,48.4,7,7
1759,Male,23,BSc,IT,5.9,2,3,3,8,1,91,4,0,,0.0,33.333333333333336,49.0,10,10
1760,Male,20,BE,Mechanical,9.56,0,2,4,10,7,54,5,0,,0.0,23.666666666666668,95.60000000000001,11,11
1761,Female,24,BCA,CS,8.69,2,3,2,6,3,63,2,1,Service,13.97,24.0,76.89999999999999,7,7
1762,Male,22,BE,AI,6.85,2,1,0,7,2,59,1,0,,0.0,22.666666666666668,58.5,2,2
1763,Male,24,BE,IT,6.77,2,0,3,2,7,76,3,0,,0.0,28.333333333333332,57.69999999999999,6,6
1764,Male,23,BSc,Mechanical,9.35,1,2,5,6,1,63,1,1,Product,6.34,23.333333333333332,88.5,8,8
1765,Male,21,BTech,Mechanical,6.26,2,2,0,5,1,53,2,0,,0.0,19.666666666666668,52.599999999999994,4,4
1766,Female,22,BSc,Mechanical,7.8,1,3,1,8,9,71,4,1,Startup,13.26,29.333333333333332,73.0,8,8
1767,Female,23,BCA,AI,8.57,1,2,5,5,7,74,3,1,Product,8.92,28.666666666666668,80.7,10,10
1768,Male,22,BCA,IT,7.2,0,2,5,7,3,62,1,1,Service,9.57,24.0,72.0,8,8
1769,Male,24,BE,Electrical,5.67,0,1,0,4,5,72,1,0,,0.0,27.0,56.7,2,2
1770,Male,20,BSc,Mechanical,6.48,2,0,1,2,2,41,0,0,,0.0,15.0,54.80000000000001,1,1
1771,Male,23,BSc,AI,9.38,1,0,1,3,5,99,4,0,,0.0,35.666666666666664,88.80000000000001,5,5
1772,Male,21,BE,CS,7.75,3,3,5,10,9,52,5,0,,0.0,23.666666666666668,62.5,13,13
1773,Male,24,BTech,DS,9.01,1,1,3,4,10,69,3,0,,0.0,27.666666666666668,85.1,7,7
1774,Female,23,BE,IT,7.89,0,1,5,3,5,73,4,0,,0.0,27.0,78.89999999999999,10,10
1775,Male,21,BE,AI,9.56,3,1,5,7,1,50,5,0,,0.0,19.333333333333332,80.60000000000001,11,11
1776,Female,23,BCA,DS,9.41,1,1,5,5,8,76,0,1,Product,7.98,29.666666666666668,89.1,6,6
1777,Female,24,BSc,DS,7.58,2,2,4,3,6,51,5,0,,0.0,20.0,65.8,11,11
1778,Male,23,BCA,AI,6.87,1,3,0,3,2,57,2,0,,0.0,20.666666666666668,63.7,5,5
1779,Female,22,BE,Electrical,8.09,3,3,1,9,6,59,5,0,,0.0,24.666666666666668,65.9,9,9
1780,Female,24,BSc,Electrical,8.4,2,2,1,9,9,88,4,1,Product,4.27,35.333333333333336,74.0,7,7
1781,Female,23,BE,AI,7.64,3,3,1,5,3,52,0,0,,0.0,20.0,61.39999999999999,4,4
1782,Female,20,BE,AI,9.04,0,1,2,2,5,45,2,0,,0.0,17.333333333333332,90.39999999999999,5,5
1783,Female,23,BTech,Mechanical,6.29,0,2,5,10,7,49,4,0,,0.0,22.0,62.9,11,11
1784,Female,22,BCA,CS,6.94,1,2,0,5,10,72,2,1,Product,14.68,29.0,64.4,4,4
1785,Male,21,BCA,Electrical,8.45,1,0,0,4,2,89,5,0,,0.0,31.666666666666668,79.5,5,5
1786,Female,21,BE,Mechanical,6.56,0,2,1,6,1,43,3,0,,0.0,16.666666666666668,65.6,6,6
1787,Female,21,BTech,DS,7.39,3,0,0,10,5,43,1,0,,0.0,19.333333333333332,58.89999999999999,1,1
1788,Female,20,BE,DS,9.64,3,2,0,6,4,80,5,1,Product,14.52,30.0,81.4,7,7
1789,Male,22,BE,DS,8.19,2,3,2,6,9,76,2,1,Product,8.33,30.333333333333332,71.89999999999999,7,7
1790,Female,24,BE,AI,9.58,2,0,1,7,10,81,1,1,Service,7.23,32.666666666666664,85.8,2,2
1791,Male,21,BTech,IT,8.61,2,0,0,2,4,51,3,0,,0.0,19.0,76.1,3,3
1792,Female,22,BSc,Mechanical,8.62,0,0,4,4,7,91,5,0,,0.0,34.0,86.19999999999999,9,9
1793,Male,23,BTech,IT,8.04,0,0,1,9,5,44,5,0,,0.0,19.333333333333332,80.39999999999999,6,6
1794,Male,20,BE,CS,6.11,0,1,0,5,5,94,2,0,,0.0,34.666666666666664,61.1,3,3
1795,Female,22,BSc,CS,7.73,1,2,2,1,6,64,1,0,,0.0,23.666666666666668,72.30000000000001,5,5
1796,Female,22,BE,Mechanical,6.59,3,1,5,6,8,64,2,1,Product,6.87,26.0,50.900000000000006,8,8
1797,Male,24,BTech,DS,9.79,0,3,4,5,4,72,0,1,Service,13.96,27.0,97.89999999999999,7,7
1798,Female,22,BTech,Electrical,6.65,2,2,3,2,9,91,2,0,,0.0,34.0,56.5,7,7
1799,Male,24,BSc,CS,6.49,2,1,3,3,6,54,2,0,,0.0,21.0,54.900000000000006,6,6
1800,Male,20,BTech,IT,8.18,0,2,5,3,8,59,5,0,,0.0,23.333333333333332,81.8,12,12
1801,Male,20,BE,IT,7.7,0,1,4,7,4,78,4,1,Service,14.4,29.666666666666668,77.0,9,9
1802,Male,23,BSc,Electrical,5.59,3,3,3,5,9,51,4,0,,0.0,21.666666666666668,40.9,10,10
1803,Male,24,BCA,AI,6.06,2,1,4,9,9,53,3,0,,0.0,23.666666666666668,50.599999999999994,8,8
1804,Female,24,BE,DS,8.99,3,3,5,1,1,61,3,0,,0.0,21.0,74.9,11,11
1805,Male,21,BCA,AI,7.58,0,0,5,3,1,63,3,0,,0.0,22.333333333333332,75.8,8,8
1806,Male,21,BSc,Mechanical,6.13,3,1,0,10,7,51,1,0,,0.0,22.666666666666668,46.3,2,2
1807,Female,23,BSc,CS,7.5,1,0,3,8,3,59,3,0,,0.0,23.333333333333332,70.0,6,6
1808,Male,20,BE,Electrical,6.59,0,3,3,3,7,87,3,0,,0.0,32.333333333333336,65.9,9,9
1809,Female,21,BTech,Electrical,6.46,2,0,4,3,1,67,4,0,,0.0,23.666666666666668,54.599999999999994,8,8
1810,Female,22,BE,Electrical,9.62,2,1,0,8,1,95,2,1,Startup,7.59,34.666666666666664,86.19999999999999,3,3
1811,Female,20,BTech,AI,7.06,3,2,0,10,7,50,5,0,,0.0,22.333333333333332,55.599999999999994,7,7
1812,Male,22,BTech,AI,5.7,0,1,1,3,4,61,3,0,,0.0,22.666666666666668,57.0,5,5
1813,Male,24,BE,Mechanical,9.67,2,0,1,2,2,89,3,0,,0.0,31.0,86.7,4,4
1814,Male,20,BSc,IT,8.92,3,0,0,3,5,72,2,0,,0.0,26.666666666666668,74.2,2,2
1815,Female,23,BE,IT,6.59,3,1,5,2,5,97,4,0,,0.0,34.666666666666664,50.900000000000006,10,10
1816,Male,24,BCA,Mechanical,7.26,0,1,5,8,4,53,5,0,,0.0,21.666666666666668,72.6,11,11
1817,Female,24,BSc,Electrical,9.21,2,1,5,5,9,52,4,0,,0.0,22.0,82.10000000000001,10,10
1818,Male,22,BTech,IT,7.04,2,1,4,3,2,64,2,0,,0.0,23.0,60.400000000000006,7,7
1819,Female,24,BSc,Mechanical,7.94,2,3,2,8,4,79,4,1,Service,7.56,30.333333333333332,69.4,9,9
1820,Male,21,BE,IT,7.8,0,2,2,8,2,55,5,0,,0.0,21.666666666666668,78.0,9,9
1821,Male,20,BSc,Mechanical,7.23,0,0,1,4,10,69,4,0,,0.0,27.666666666666668,72.30000000000001,5,5
1822,Male,21,BTech,IT,8.25,0,3,3,9,4,40,0,0,,0.0,17.666666666666668,82.5,6,6
1823,Female,22,BTech,Electrical,7.54,1,1,2,1,6,67,1,0,,0.0,24.666666666666668,70.4,4,4
1824,Female,22,BSc,AI,5.59,3,1,3,7,5,70,2,0,,0.0,27.333333333333332,40.9,6,6
1825,Male,20,BCA,AI,9.0,1,3,3,5,10,75,1,1,Product,8.65,30.0,85.0,7,7
1826,Male,24,BTech,Electrical,5.99,1,1,5,7,10,87,2,0,,0.0,34.666666666666664,54.900000000000006,8,8
1827,Female,23,BCA,IT,7.5,2,0,5,10,6,84,0,1,Startup,9.69,33.333333333333336,65.0,5,5
1828,Female,22,BTech,Electrical,7.99,2,0,5,8,2,89,5,1,Product,6.84,33.0,69.9,10,10
1829,Female,20,BSc,Mechanical,8.53,3,0,0,3,1,41,2,0,,0.0,15.0,70.3,2,2
1830,Male,23,BTech,AI,7.27,3,3,2,3,5,94,2,0,,0.0,34.0,57.69999999999999,7,7
1831,Female,24,BCA,CS,8.66,0,1,2,1,3,81,2,0,,0.0,28.333333333333332,86.6,5,5
1832,Male,22,BCA,IT,6.06,2,3,3,5,3,76,0,0,,0.0,28.0,50.599999999999994,6,6
1833,Female,20,BSc,CS,8.31,1,0,3,8,10,82,5,1,Product,13.26,33.333333333333336,78.10000000000001,8,8
1834,Male,20,BCA,CS,9.05,3,3,5,1,5,41,4,0,,0.0,15.666666666666666,75.5,12,12
1835,Female,20,BCA,DS,9.32,3,1,0,2,3,72,3,0,,0.0,25.666666666666668,78.2,4,4
1836,Female,22,BSc,CS,7.99,1,1,5,2,6,88,5,0,,0.0,32.0,74.9,11,11
1837,Female,23,BTech,CS,6.85,0,2,4,10,7,75,1,1,Service,12.82,30.666666666666668,68.5,7,7
1838,Female,20,BSc,Electrical,6.2,2,2,2,2,6,69,1,0,,0.0,25.666666666666668,52.0,5,5
1839,Female,24,BTech,DS,6.99,2,2,5,5,10,91,1,1,Service,8.33,35.333333333333336,59.900000000000006,8,8
1840,Male,20,BTech,DS,7.82,1,0,5,10,8,73,3,1,Startup,13.6,30.333333333333332,73.2,8,8
1841,Female,23,BTech,DS,6.34,0,2,2,7,4,57,4,0,,0.0,22.666666666666668,63.4,8,8
1842,Female,22,BE,Mechanical,9.6,1,0,0,3,6,75,0,0,,0.0,28.0,91.0,0,0
1843,Female,20,BTech,DS,9.36,2,3,0,1,3,63,2,0,,0.0,22.333333333333332,83.6,5,5
1844,Male,20,BSc,Electrical,5.64,1,1,4,9,10,93,2,0,,0.0,37.333333333333336,51.4,7,7
1845,Female,24,BSc,Mechanical,7.92,1,3,3,9,7,40,4,0,,0.0,18.666666666666668,74.2,10,10
1846,Male,24,BSc,IT,8.89,2,2,2,4,6,85,0,0,,0.0,31.666666666666668,78.9,4,4
1847,Female,20,BE,Mechanical,6.56,2,2,3,5,6,63,5,1,Service,14.67,24.666666666666668,55.599999999999994,10,10
1848,Female,20,BCA,IT,7.75,2,0,2,4,3,60,2,0,,0.0,22.333333333333332,67.5,4,4
1849,Male,24,BE,DS,7.25,1,0,0,8,1,68,5,1,Service,3.42,25.666666666666668,67.5,5,5
1850,Female,23,BSc,DS,6.35,1,3,5,1,2,52,0,0,,0.0,18.333333333333332,58.5,8,8
1851,Male,21,BSc,IT,8.14,1,3,0,4,10,49,4,0,,0.0,21.0,76.4,7,7
1852,Male,21,BCA,AI,9.77,0,2,0,4,10,52,4,0,,0.0,22.0,97.69999999999999,6,6
1853,Female,20,BE,Electrical,7.07,3,0,4,3,3,50,4,0,,0.0,18.666666666666668,55.7,8,8
1854,Male,24,BSc,Mechanical,7.88,0,0,2,4,1,77,2,0,,0.0,27.333333333333332,78.8,4,4
1855,Female,22,BTech,Electrical,6.91,3,3,0,7,8,94,0,1,Service,6.74,36.333333333333336,54.099999999999994,3,3
1856,Female,22,BTech,Electrical,9.27,2,0,5,5,9,97,1,1,Product,11.67,37.0,82.69999999999999,6,6
1857,Male,21,BSc,CS,9.22,3,3,4,3,7,45,1,0,,0.0,18.333333333333332,77.2,8,8
1858,Male,23,BTech,DS,6.27,0,1,3,6,7,90,2,0,,0.0,34.333333333333336,62.699999999999996,6,6
1859,Male,21,BCA,Mechanical,9.37,2,2,4,10,3,49,3,0,,0.0,20.666666666666668,83.69999999999999,9,9
1860,Male,20,BSc,Electrical,6.15,3,0,4,9,9,89,3,0,,0.0,35.666666666666664,46.5,7,7
1861,Female,23,BE,Mechanical,5.91,3,0,1,3,9,52,4,0,,0.0,21.333333333333332,44.1,5,5
1862,Female,22,BSc,Electrical,8.31,3,1,3,2,5,87,0,0,,0.0,31.333333333333332,68.10000000000001,4,4
1863,Male,24,BCA,DS,7.16,1,1,1,9,7,89,1,1,Service,7.7,35.0,66.6,3,3
1864,Female,24,BE,Electrical,7.78,2,1,5,5,1,74,4,1,Product,12.17,26.666666666666668,67.8,10,10
1865,Female,20,BCA,IT,8.31,1,3,2,10,6,86,5,1,Service,7.33,34.0,78.10000000000001,10,10
1866,Female,21,BTech,DS,5.73,2,3,4,5,10,61,5,0,,0.0,25.333333333333332,47.300000000000004,12,12
1867,Female,20,BTech,Mechanical,6.76,3,1,4,7,1,56,2,0,,0.0,21.333333333333332,52.599999999999994,7,7
1868,Male,24,BTech,AI,7.48,3,2,4,2,10,42,3,0,,0.0,18.0,59.80000000000001,9,9
1869,Male,22,BCA,Electrical,6.65,0,2,4,10,6,99,2,1,Product,13.05,38.333333333333336,66.5,8,8
1870,Female,24,BCA,IT,5.71,3,0,1,5,6,69,0,0,,0.0,26.666666666666668,42.1,1,1
1871,Male,23,BSc,DS,5.87,1,3,2,8,7,73,0,0,,0.0,29.333333333333332,53.7,5,5
1872,Male,24,BE,CS,8.95,1,2,1,8,7,66,0,1,Startup,8.74,27.0,84.5,3,3
1873,Male,24,BE,DS,9.42,3,0,4,10,10,84,3,1,Product,7.49,34.666666666666664,79.2,7,7
1874,Female,23,BCA,Mechanical,6.15,1,2,2,7,3,43,3,0,,0.0,17.666666666666668,56.5,7,7
1875,Female,21,BCA,Mechanical,6.57,3,3,3,5,7,72,4,1,Startup,3.95,28.0,50.7,10,10
1876,Female,24,BTech,CS,8.3,0,2,1,4,10,82,2,0,,0.0,32.0,83.0,5,5
1877,Male,20,BCA,IT,9.6,0,2,0,2,2,70,1,0,,0.0,24.666666666666668,96.0,3,3
1878,Female,24,BTech,Mechanical,6.79,3,3,3,2,2,58,1,0,,0.0,20.666666666666668,52.900000000000006,7,7
1879,Female,20,BCA,IT,9.18,0,0,3,3,1,50,1,0,,0.0,18.0,91.8,4,4
1880,Male,23,BE,IT,7.68,3,0,4,3,2,91,3,0,,0.0,32.0,61.8,7,7
1881,Female,24,BSc,DS,9.61,1,1,4,7,2,76,4,1,Service,4.66,28.333333333333332,91.1,9,9
1882,Female,23,BCA,IT,6.09,3,0,3,6,9,54,0,0,,0.0,23.0,45.9,3,3
1883,Male,23,BTech,Electrical,9.69,2,1,1,1,3,59,0,0,,0.0,21.0,86.89999999999999,2,2
1884,Male,21,BSc,Mechanical,7.4,2,3,2,6,1,76,4,1,Startup,11.76,27.666666666666668,64.0,9,9
1885,Male,24,BTech,Mechanical,9.6,3,0,1,5,2,88,3,1,Service,11.36,31.666666666666668,81.0,4,4
1886,Female,20,BTech,AI,7.47,3,3,1,6,10,47,1,0,,0.0,21.0,59.7,5,5
1887,Female,20,BSc,IT,7.78,3,0,3,8,8,41,2,0,,0.0,19.0,62.8,5,5
1888,Female,24,BSc,AI,8.96,0,2,1,1,10,77,5,0,,0.0,29.333333333333332,89.60000000000001,8,8
1889,Male,21,BSc,DS,8.61,2,0,2,6,2,89,5,1,Service,4.94,32.333333333333336,76.1,7,7
1890,Male,21,BCA,AI,8.16,3,2,3,4,4,66,5,0,,0.0,24.666666666666668,66.6,10,10
1891,Female,21,BSc,IT,7.29,3,0,1,9,9,89,3,1,Product,4.19,35.666666666666664,57.900000000000006,4,4
1892,Female,20,BCA,Mechanical,8.91,1,3,4,10,9,53,1,0,,0.0,24.0,84.1,8,8
1893,Male,23,BE,DS,9.58,1,1,5,8,7,63,0,1,Service,5.63,26.0,90.8,6,6
1894,Male,21,BE,IT,5.54,0,0,1,7,1,74,4,0,,0.0,27.333333333333332,55.4,5,5
1895,Male,20,BTech,DS,8.03,0,3,5,3,10,67,4,0,,0.0,26.666666666666668,80.3,12,12
1896,Male,20,BTech,CS,9.22,2,2,5,9,5,95,1,1,Service,11.42,36.333333333333336,82.2,8,8
1897,Female,23,BCA,IT,8.31,2,2,5,3,5,73,3,0,,0.0,27.0,73.10000000000001,10,10
1898,Male,24,BTech,CS,8.94,3,2,3,6,2,56,1,0,,0.0,21.333333333333332,74.39999999999999,6,6
1899,Female,24,BE,AI,9.35,2,2,3,2,7,72,3,0,,0.0,27.0,83.5,8,8
1900,Female,21,BCA,IT,8.73,3,3,5,8,1,62,0,1,Startup,14.92,23.666666666666668,72.30000000000001,8,8
1901,Female,21,BCA,CS,8.58,0,0,4,1,1,47,4,0,,0.0,16.333333333333332,85.8,8,8
1902,Male,23,BSc,Electrical,9.65,0,2,3,1,10,72,5,0,,0.0,27.666666666666668,96.5,10,10
1903,Male,21,BCA,Mechanical,9.21,0,2,5,8,1,99,3,1,Product,3.8,36.0,92.10000000000001,10,10
1904,Male,23,BTech,AI,9.01,1,0,5,9,10,58,0,0,,0.0,25.666666666666668,85.1,5,5
1905,Male,20,BE,IT,5.87,2,3,0,10,7,51,2,0,,0.0,22.666666666666668,48.7,5,5
1906,Female,21,BTech,IT,6.53,0,2,3,9,4,43,1,0,,0.0,18.666666666666668,65.3,6,6
1907,Male,20,BE,Mechanical,7.89,0,1,1,8,4,70,3,1,Startup,11.79,27.333333333333332,78.89999999999999,5,5
1908,Male,22,BSc,Mechanical,8.55,0,3,2,10,9,83,1,1,Startup,9.21,34.0,85.5,6,6
1909,Female,23,BE,CS,6.8,2,1,1,8,4,95,1,1,Service,5.16,35.666666666666664,58.0,3,3
1910,Male,22,BSc,CS,5.9,2,3,3,4,8,94,4,0,,0.0,35.333333333333336,49.0,10,10
1911,Female,21,BTech,CS,6.84,1,2,5,8,1,60,5,1,Service,6.39,23.0,63.400000000000006,12,12
1912,Female,20,BSc,DS,8.82,1,3,0,7,3,51,1,0,,0.0,20.333333333333332,83.2,4,4
1913,Female,21,BCA,AI,9.27,1,3,1,9,1,46,2,0,,0.0,18.666666666666668,87.69999999999999,6,6
1914,Female,22,BCA,IT,9.43,1,1,2,10,1,57,4,0,,0.0,22.666666666666668,89.3,7,7
1915,Female,21,BE,AI,7.13,0,3,5,8,3,78,1,1,Startup,3.4,29.666666666666668,71.3,9,9
1916,Female,24,BTech,Mechanical,7.1,3,3,1,10,4,50,2,0,,0.0,21.333333333333332,56.0,6,6
1917,Female,22,BTech,Electrical,7.25,1,2,4,2,6,72,3,0,,0.0,26.666666666666668,67.5,9,9
1918,Female,21,BE,AI,7.12,3,0,0,8,3,61,0,1,Service,14.53,24.0,56.2,0,0
1919,Male,20,BCA,AI,8.36,0,1,3,8,8,47,2,0,,0.0,21.0,83.6,6,6
1920,Male,21,BSc,CS,7.04,0,1,1,10,8,78,3,1,Startup,6.0,32.0,70.4,5,5
